opportunity_reference,account_name,opportunity_name,project_type,stage,probability,estimated_value,expected_close_date,sales_owner,technical_owner,customer_budget,competitors,next_step,next_action_date,status,notes
SS-25-0059,Aramco Khurais,Training on A-manager software,New,Qualification,90,6000.0,2025-08-01,Abdullah Lardhi,Abdulla,0,,,2025-08-01,Open,"Business Unit: Service | End User: Aramco Khurais | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 80.0% / 5,400.00 | Delivery: 2025-08-19 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0058,Yansab,5500729457,Replacement,Qualification,70,850000.0,2025-12-01,Basith Ahmed,Rania,0,,,2025-12-01,Open,"Business Unit: Project | End User: Yansab | Industry: Petrochemical | Original Stage: Budgetary | Forecast GM: 25.0% / 162,500.00 | Delivery: 2026-06-23 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-25-0057,Saudi Electricity Company-SEC,"Supply THERMOCOUPLE,TEMPERATURE",New,Lost,70,0.0,2025-07-01,Shady Moussa,Rania,0,,,2025-07-01,Lost,Business Unit: Trading | End User: Saudi Electricity Company-SEC | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 25.0% / 0.00 | Delivery: 2025-08-10 | Must Win: Yes | Quality: Gross value missing
SS-25-0056,Saudi Electricity Company-SEC,"Supply GAUGE,DIFFERENTIAL PRESSURE: RANGE: 0 TO 76",New,Lost,70,0.0,2025-07-01,Shady Moussa,Rania,0,,,2025-07-01,Lost,Business Unit: Trading | End User: Saudi Electricity Company-SEC | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 25.0% / 0.00 | Delivery: 2025-08-10 | Must Win: Yes | Quality: Gross value missing
SS-25-0055,SHINE COPMANY LTD,Supply Switch Level,New,Lost,70,0.0,2025-07-01,Shady Moussa,Rania,0,,,2025-07-01,Lost,Business Unit: Trading | End User: Marafiq | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-08-05 | Must Win: Yes | Quality: Gross value missing
SS-25-0054,Aramco-Saudi Arabian Oil Company,Supply Magnetic Flow meter,New,On Hold,70,0.0,2025-08-01,Shady Moussa,Nishar,0,,,2025-08-01,On Hold,Business Unit: Trading | End User: Aramco-Saudi Arabian Oil Company | Industry: Oil & Gas | Original Stage: On-Hold | Forecast GM: 30.0% / 0.00 | Delivery: 2025-09-11 | Must Win: Yes | Quality: Gross value missing
SS-25-0053,Aramco-Saudi Arabian Oil Company,Supply & Install FLOWMETER VARIABLE AREA ROTAMETER,New,On Hold,70,0.0,2025-11-01,Shady Moussa,Nishar,0,,,2025-11-01,On Hold,Business Unit: Trading | End User: Aramco-Saudi Arabian Oil Company | Industry: Oil & Gas | Original Stage: On-Hold | Forecast GM: 30.0% / 0.00 | Delivery: 2025-12-10 | Must Win: Yes | Quality: Gross value missing
SS-25-0052,,4203177449,Upgrade,Proposal,90,397719.0,2025-07-01,Abdullah Lardhi,Abdulla,0,,,2025-07-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 79,543.00 | Delivery: 2025-03-18 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0051,Al Yamama Company,Electrical requirement 1005,New,Proposal,70,0.0,2025-07-01,Ahmed Al Bojbarah,,0,,,2025-07-01,Open,Business Unit: Trading | End User: Al Yamama Company | Industry: Materials | Original Stage: Firm | Forecast GM: 0.0% / 0.00 | Delivery: 2025-08-31 | Must Win: No | Quality: Customer Name missing; Account inferred from End User; Gross value missing; GM % missing; Assigned To missing
SS-25-0050,Aramco-Saudi Arabian Oil Company,Supply & Services of Supervisory System,New,Qualification,70,0.0,2025-11-01,Shady Moussa,Nishar,0,,,2025-11-01,Open,"Business Unit: Service | End User: Aramco-Saudi Arabian Oil Company | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 900,000.00 | Delivery: 2025-12-15 | Must Win: Yes | Quality: Gross value missing"
SS-25-0049,,6000553931,New,Proposal,90,13500.0,2024-04-01,Abdullah Lardhi,Rania,0,,,2024-04-01,Open,"Business Unit: Trading | Industry: Power & Water | Original Stage: Firm | Forecast GM: 35.0% / 3,500.00 | Delivery: 2025-04-13 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0048,Saudi Aramco,RFQ VA-001-23 Inst-G01--- ROTAMETER & RFQ VA-001-23 Inst-G06,New,Qualification,70,0.0,2026-05-01,Ahmed Al Bojbarah,,0,,,2026-05-01,Open,Business Unit: Trading | End User: Saudi Aramco | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 0.00 | Delivery: 2026-05-30 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Gross value missing; Assigned To missing
SS-25-0047,Aramco,QUOTATION REQUEST FOR INSTRUMENTS,New,Qualification,70,0.0,2025-12-01,Ahmed Al Bojbarah,Nishar,0,,,2025-12-01,Open,Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 30.0% / 0.00 | Delivery: 2026-01-30 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Gross value missing
SS-25-0046,Saudi Electricity Company-SEC,Supply Gas Analyzer & Press regulator,New,Lost,70,0.0,2025-06-01,Shady Moussa,Rania,0,,,2025-06-01,Lost,Business Unit: Trading | End User: Saudi Electricity Company-SEC | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-07-10 | Must Win: Yes | Quality: Gross value missing
SS-25-0045,Saudi Electricity Company-SEC,SUPPLY INDUSTRIAL MULTIMETER WITH ALL ACCESSORIES,New,Lost,70,0.0,2025-06-01,Shady Moussa,Rania,0,,,2025-06-01,Lost,"Business Unit: Trading | End User: Saudi Electricity Company-SEC | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 30.0% / 80,000.00 | Delivery: 2025-07-10 | Must Win: Yes | Quality: Gross value missing"
SS-25-0044,SHINE COPMANY LTD,Supply VEGA LT,New,Lost,70,0.0,2025-06-01,Shady Moussa,Nishar,0,,,2025-06-01,Lost,Business Unit: Trading | End User: SHINE COPMANY LTD | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-07-10 | Must Win: Yes | Quality: Gross value missing
SS-25-0043,,KAFD-STOM-013341,Replacement,Proposal,90,17712.0,2025-06-01,Khalid Al Sayari,KHALID,0,,,2025-06-01,Open,"Business Unit: Trading | Industry: Power & Water | Original Stage: Firm | Forecast GM: 35.0% / 4,592.00 | Delivery: 2025-12-30 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0042,,UGOSP-8 MOV-3025G BIFFI REP,Upgrade,Qualification,90,120150.5,2025-12-01,Khalid Al Sayari,khalid,0,,,2025-12-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 42,049.60 | Delivery: 2026-11-17 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-25-0041,Global pipe,Site Survey,New,Lost,70,11500.0,2025-07-01,Shady Moussa,Shady,0,,,2025-07-01,Lost,"Business Unit: Service | End User: Global pipe | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 80.0% / 23,000.00 | Delivery: 2025-07-10 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0040,Barq Al Mostaqbal Co.,Supply Instruments,New,Lost,70,0.0,2025-06-01,Shady Moussa,Rania,0,,,2025-06-01,Lost,Business Unit: Trading | End User: SWCC | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-03-08 | Must Win: Yes | Quality: Gross value missing
SS-25-0039,Saudi Tabreed Operation And Maintenance Company (STOM),Supply Smart Positioner (Control Valve),New,Lost,70,0.0,2025-06-01,Shady Moussa,Nishar,0,,,2025-06-01,Lost,Business Unit: Trading | End User: Saudi Tabreed Operation And Maintenance Company (STOM) | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-07-10 | Must Win: Yes | Quality: Gross value missing
SS-25-0038,Nesma Partners Contracting Co.,Supply GATE VALVE ZV,New,Lost,70,0.0,2025-05-01,Shady Moussa,Nishar,0,,,2025-05-01,Lost,Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 30.0% / 0.00 | Delivery: 2025-03-04 | Must Win: No | Quality: Gross value missing
SS-25-0037,,ELECTRIC ACTUATOR WITH GEARBOX (NEOM'S URGENT REQUIREMENT),Replacement,Proposal,70,83025.0,2025-03-01,Abdullah Lardhi,khalid,0,,,2025-03-01,Open,"Business Unit: Trading | Industry: Power & Water | Original Stage: Firm | Forecast GM: 35.0% / 21,525.00 | Delivery: 2025-09-27 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0036,Saudi Iron & Steel company (Hadeed),SUPPLY PRESSURE REGULATOR,New,Lost,70,55000.0,2025-03-01,Shady Moussa,Nishar,0,,,2025-03-01,Lost,"Business Unit: Trading | End User: Saudi Iron & Steel company (Hadeed) | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 30.0% / 16,500.00 | Delivery: 2025-03-29 | Must Win: Yes"
SS-25-0035,Zamil Offshore Construction Ltd,Supply SIEMENS Products,New,Awarded,70,111871.0,2025-04-01,Shady Moussa,Nishar,0,,,2025-04-01,Won,"Business Unit: Trading | End User: Zamil Offshore Construction Ltd | Industry: Oil & Gas | Original Stage: Won | Forecast GM: 30.0% / 33,561.30 | Delivery: 2025-05-15 | Must Win: Yes"
SS-25-0034,,RFQ/ From Lucid Motors X,New,Proposal,70,15000.0,2025-06-01,Abdullah Lardhi,Abdulla,0,,,2025-06-01,Open,"Business Unit: Service | Industry: Materials | Original Stage: Firm | Forecast GM: 80.0% / 10,000.00 | Delivery: 2025-07-15 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0033,,Biffi Actuators Info,Upgrade,Qualification,90,120151.32,2025-05-01,Abdullah Lardhi,khalid,0,,RFQ will be created,2025-05-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 42,052.90 | Delivery: 2026-01-13 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-25-0032,,Supply labtop -A-manager software & cable,New,Qualification,90,11500.0,2025-08-01,Abdullah Lardhi,Abdulla,0,,,2025-08-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 12,000.00 | Delivery: 2025-10-15 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0031,Jubail O & M Limited Co.,Honeywell validation services,Upgrade,Awarded,70,56700.0,2025-04-01,Shady Moussa,Nishar,0,,,2025-04-01,Won,"Business Unit: Service | End User: Marrafiq IWPP | Industry: Power & Water | Original Stage: Won | Forecast GM: 25.0% / 69,767.00 | Delivery: 2025-04-15 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0030,Industrial Chemicals & Resins Co.,Supply & Install Radar LT and PLC system,New,Lost,70,34100.0,2026-03-01,Shady Moussa,Nishar,0,,,2026-03-01,Lost,"Business Unit: Project | End User: Industrial Chemicals & Resins Co. | Industry: Oil & Gas | Original Stage: Canceled | Forecast GM: 35.0% / 764,600.00 | Delivery: 2025-02-17 | Must Win: Yes | Quality: Source GM value differs materially from Gross × GM %"
SS-25-0029,,RFQ - MOV-001 Electric actuator,Replacement,Qualification,70,88188.0,2025-09-01,Khalid Al Sayari,khalid,0,,,2025-09-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 22,863.00 | Delivery: 2026-04-14 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0028,Aramco-Saudi Arabian Oil Company,Supply & Services of Supervisory System,Upgrade,Qualification,70,820621.0,2026-09-01,Shady Moussa,Shady,0,,,2026-09-01,Open,"Business Unit: Trading | End User: Aramco-Saudi Arabian Oil Company | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 287,217.35 | Delivery: 2025-09-15 | Must Win: Yes"
SS-25-0027,,RFP-C001589504,New,Lost,70,52191.0,2025-04-01,Shady Moussa,Shady,0,,,2025-04-01,Lost,"Business Unit: Trading | Industry: Power & Water | Original Stage: Canceled | Forecast GM: 30.0% / 13,531.00 | Delivery: 2025-08-20 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0026,,MOV-001 Electric actuator,Replacement,Qualification,90,83025.0,2025-09-01,Khalid Al Sayari,Khalid,0,,,2025-09-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 21,525.00 | Delivery: 2026-05-13 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0025,Industrial Chemicals & Resins Co.,Supply & Install PLC,New,Lost,70,15000.0,2024-03-01,Shady Moussa,Nishar,0,,,2024-03-01,Lost,"Business Unit: Project | End User: Industrial Chemicals & Resins Co. | Industry: Chemical | Original Stage: Canceled | Forecast GM: 30.0% / 4,500.00 | Delivery: 2025-02-04 | Must Win: Yes"
SS-25-0024,,6000207404,New,Proposal,70,10000.0,2025-04-01,Abdullah Lardhi,Nishar,0,,,2025-04-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 35.0% / 3,500.00 | Delivery: 2025-02-04 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-25-0023,,Operation and maintenance of the natural gas line of the ele,New,Proposal,70,337500.0,2025-03-01,Basith Ahmed,Nishar,0,,,2025-03-01,Open,"Business Unit: Project | Industry: Power & Water | Original Stage: Firm | Forecast GM: 35.0% / 87,500.00 | Delivery: 2025-04-06 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0022,,,New,Proposal,90,94968.0,2025-03-01,Abdullah Lardhi,Shady,0,,,2025-03-01,Open,"Business Unit: Trading | Industry: Power & Water | Original Stage: Firm | Forecast GM: 25.0% / 18,993.70 | Delivery: 2025-07-02 | Must Win: Yes | Quality: Customer Name and End User missing; Deal Name missing; Source GM value differs materially from Gross × GM %"
SS-25-0021,,6000480450,New,Proposal,70,501840.0,2025-08-01,Khalid Al Sayari,khalid,0,,,2025-08-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 20.0% / 83,640.00 | Delivery: 2026-03-24 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0020,,C001579565.,New,Proposal,40,3900.0,2025-03-01,Abdullah Lardhi,Nishar,0,,Decline from Yokogawa,2025-03-01,Open,Business Unit: Trading | Industry: Power & Water | Original Stage: Firm | Forecast GM: 30.0% / 900.00 | Delivery: 2025-06-23 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %
SS-25-0019,,C001579633,New,Proposal,70,7575.0,2025-05-01,Abdullah Lardhi,Nishar,0,,,2025-05-01,Open,"Business Unit: Trading | Industry: Power & Water | Original Stage: Firm | Forecast GM: 25.0% / 1,550.00 | Delivery: 2025-08-23 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0018,,5500690996,New,Proposal,90,63425.0,2025-04-01,Mohammed Nishar,NISHAR,0,,,2025-04-01,Open,"Business Unit: Trading | Industry: Petrochemical | Original Stage: Firm | Forecast GM: 25.0% / 9,513.00 | Delivery: 2025-08-23 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0017,,Biffi actuator MOV-6007,Replacement,Qualification,90,135975.0,2025-09-01,Khalid Al Sayari,KHALID,0,,,2025-09-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 30.0% / 40,792.00 | Delivery: 2026-03-24 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-25-0016,,MOV-037 MOTOR ASSEMBLY REPLACEMENT,Replacement,Qualification,90,203090.0,2025-08-01,Khalid Al Sayari,KHALID,0,,,2025-08-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 30.0% / 60,927.00 | Delivery: 2026-02-17 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-25-0015,,Inquiry BIFFI Actuator,New,Qualification,90,69413.42,2025-10-01,Khalid Al Sayari,KHALID,0,,,2025-10-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 24,249.00 | Delivery: 2026-05-27 | Must Win: Yes | Quality: Customer Name and End User missing"
SS-25-0014,,limit switch replacement,Replacement,Qualification,90,5054.0,2025-08-01,Khalid Al Sayari,Khalid,0,,,2025-08-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 35.0% / 1,310.00 | Delivery: 2025-10-22 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0013,,KSP- 331900.0 Water Meters,New,Qualification,40,1619330.0,2025-08-01,Abdullah Lardhi,Rania,0,,,2025-08-01,Open,"Business Unit: Trading | Industry: Power & Water | Original Stage: Budgetary | Forecast GM: 15.0% / 211,216.90 | Delivery: 2026-03-24 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0012,,CO2 Analyzer Upgrade (60QR-016),New,Proposal,40,720000.0,2025-06-01,Basith Ahmed,Rania,0,,site visit will be on 3rd of Feb.,2025-06-01,Open,"Business Unit: Project | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 20.0% / 120,000.00 | Delivery: 2026-02-17 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0011,,AL WUSTA GAS METERING STATION,New,Qualification,70,812500.0,2025-11-01,Abdullah Lardhi,Nishar,0,,,2025-11-01,Open,"Business Unit: Project | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 25.0% / 162,500.00 | Delivery: 2026-06-23 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0010,Al-Dossary Macaroni Factory,Repairing,Upgrade,Lost,40,716.0,2025-02-01,Shady Moussa,NISHAR,0,,,2025-02-01,Lost,Business Unit: Trading | End User: Al-Dossary Macaroni Factory | Industry: Food & Beverage | Original Stage: Canceled | Forecast GM: 30.0% / 165.00 | Delivery: 2025-02-15 | Must Win: No
SS-25-0009,,PLC,New,Lost,70,9375.0,2025-02-01,Abdullah Lardhi,NISHAR,0,,,2025-02-01,Lost,"Business Unit: Trading | Industry: Materials | Original Stage: Lost | Forecast GM: 25.0% / 5,625.00 | Delivery: 2025-03-01 | Must Win: No | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0008,,level sensor,New,Lost,40,7250.0,2025-06-01,Abdullah Lardhi,Nishar,0,,,2025-06-01,Lost,"Business Unit: Trading | Industry: Materials | Original Stage: Lost | Forecast GM: 25.0% / 1,450.00 | Delivery: 2025-09-30 | Must Win: No | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0007,,RFQ# 6000478416,New,Lost,40,46875.0,2025-03-01,Abdullah Lardhi,Nishar,0,,BID CLOSED BEFORE SUBMITTING THE OFFER,2025-03-01,Lost,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 25.0% / 9,375.00 | Delivery: 2025-06-25 | Must Win: No | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0006,SEC,RFX4000080776-Re-habitation of Continuous Emission Monitorin,New,Proposal,90,5500000.0,2025-07-01,Basith Ahmed,Rania Alamin,0,,Waiting for Signed Contract From SEC,2025-07-01,Open,"Business Unit: Project | End User: SEC | Industry: Power & Water | Original Stage: Firm | Forecast GM: 15.0% / 825,000.00 | Delivery: 2026-12-31 | Must Win: Yes"
SS-25-0005,,RFQ# 6000478573,New,Lost,40,23000.0,2025-03-01,Abdullah Lardhi,,0,,could not have quotaion from supplier,2025-03-01,Lost,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 15.0% / 3,000.00 | Delivery: 2025-09-30 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %; Assigned To missing"
SS-25-0004,,VIBRATION/DISPLACEMENT MONITOR,New,Lost,70,46875.0,2025-04-01,Abdullah Lardhi,Nishar,0,,did not receive quotaion from SHINKAWA,2025-04-01,Lost,"Business Unit: Trading | Industry: Power & Water | Original Stage: Lost | Forecast GM: 25.0% / 9,375.00 | Delivery: 2025-08-12 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0003,,Repairing rexroth power supply,New,Qualification,90,1500.0,2025-02-01,,Shady,0,,,2025-02-01,Open,"Business Unit: Trading | Industry: Materials | Original Stage: Budgetary | Forecast GM: 25.0% / 1,100.00 | Delivery: 2025-03-08 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %; Salesman missing"
SS-25-0002,,REMOTE TERMINAL UNIT (RTU) AT YANBU & JIZAN AREA,New,Qualification,70,3000000.0,2025-04-01,Ahmed Al Bojbarah,Nishar,0,,,2025-04-01,Open,"Business Unit: Project | Industry: Oil & Gas | Original Stage: Budgetary | Forecast GM: 20.0% / 500,000.00 | Delivery: 2025-10-08 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-25-0001,,60016495,New,Lost,70,361520.0,2025-08-01,Abdullah Lardhi,khalid,0,,we received the offer from OEM after BCD,2025-08-01,Lost,"Business Unit: Trading | Industry: Power & Water | Original Stage: Lost | Forecast GM: 20.0% / 60,270.00 | Delivery: 2026-03-17 | Must Win: No | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2532,,DCP,New,Proposal,90,1800000.0,2025-06-01,,Nishar & Basith,0,,,2025-06-01,Open,"Business Unit: Trading | Industry: Chemical | Original Stage: Firm | Forecast GM: 20.0% / 300,000.00 | Delivery: 2026-01-19 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %; Salesman missing"
SS-2530,,PR#3000013359,New,Lost,90,18450.0,2025-01-01,Khalid Al Sayari,Khalid,0,,awaitng Biffi to confirm avaliblity of switch box from sub-supplier,2025-01-01,Lost,"Business Unit: Trading | Industry: Petrochemical | Original Stage: Lost | Forecast GM: 25.0% / 3,690.00 | Delivery: 2025-04-02 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2529,ARASCO,Truck Queuing System inside ( Dammam Port ),New,Qualification,70,180000.0,2025-08-01,Ahmed Al Bojbarah,Nishar,0,,,2025-08-01,Open,"Business Unit: Project | End User: ARASCO | Industry: Materials | Original Stage: Budgetary | Forecast GM: 20.0% / 30,000.00 | Delivery: 2025-11-30 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-2531,,RFP- C001565380,New,Lost,70,43750.0,2025-05-01,Abdullah Lardhi,Ahmed,0,,no quotaion received from Yokogawa,2025-05-01,Lost,"Business Unit: Trading | Industry: Power & Water | Original Stage: Lost | Forecast GM: 25.0% / 8,750.00 | Delivery: 2025-09-07 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2528,,Supply fiedlex sensor,New,Lost,70,61562.0,2025-05-01,Abdullah Lardhi,Nishar,0,,,2025-05-01,Lost,"Business Unit: Trading | Industry: Materials | Original Stage: Lost | Forecast GM: 25.0% / 12,312.50 | Delivery: 2025-09-29 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2527,,6000476292,New,Lost,90,41250.0,2025-03-01,Abdullah Lardhi,Khalid,0,,,2025-03-01,Lost,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 25.0% / 8,250.00 | Delivery: 2025-05-20 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2526,,4203200955,New,Proposal,70,41580.0,2025-03-01,Abdullah Lardhi,Nishar,0,,Pending in portal,2025-03-01,Open,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 35.0% / 43,120.00 | Delivery: 2025-03-19 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2525,Aramco,Aramco_4203199678_FLOWMETER; MAGNETIC;,New,Proposal,90,100000.0,2024-01-01,Abdullah Lardhi,Mohamed Nishar,0,,Will get an update after submission of our offer.,2024-01-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 25,000.00 | Delivery: 2025-05-31 | Must Win: Yes"
SS-2524,Aramco,"FLOWMETER ULTRASONIC, TRANSIT TIME, WASI",New,Proposal,90,0.0,2024-03-01,Basith Ahmed,Mohamed Nishar,0,,Will update once after submission of Our offer.,2024-03-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 60,000.00 | Delivery: 2024-12-29 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Gross value missing"
SS-2523,Aramco,Supply of Electromagnetic FlowMeter,New,Proposal,90,49500.0,2025-02-01,Abdullah Lardhi,Mohamed Nishar,0,,Will be updated once we submit our proposal and wait for Awarding,2025-02-01,Open,"Business Unit: Trading | End User: Aramco | Industry: Oil & Gas | Original Stage: Firm | Forecast GM: 25.0% / 49,500.00 | Delivery: 2024-12-26 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-2522,,Fleet managment system,New,Qualification,20,222666.67,2025-12-01,Ahmed Al Bojbarah,Ahmed Albojbarah,0,,,2025-12-01,Open,"Business Unit: Project | Industry: Materials | Original Stage: Budgetary | Forecast GM: 25.0% / 33,500.00 | Delivery: 2024-12-25 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2521,5500693009,upgrade CO2 Analyzer,Upgrade,On Hold,70,1253725.0,2025-08-01,Abdullah Lardhi,Nishar,0,,request fro site visit,2025-08-01,On Hold,"Business Unit: Project | End User: 5500693009 | Industry: Petrochemical | Original Stage: On-Hold | Forecast GM: 35.0% / 328,125.00 | Delivery: 2026-03-17 | Must Win: Yes | Quality: Customer Name missing; Account inferred from End User; Source GM value differs materially from Gross × GM %"
SS-2520,,C001560361,New,Lost,70,18750.0,2025-03-01,Abdullah Lardhi,Nishar,0,,Yokogawa regreted to quote,2025-03-01,Lost,"Business Unit: Trading | Industry: Power & Water | Original Stage: Lost | Forecast GM: 25.0% / 3,750.00 | Delivery: 2025-07-22 | Must Win: No | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
SS-2519,,4203199670,New,Lost,70,17812.5,2025-03-01,Abdullah Lardhi,NISHAR,0,,,2025-03-01,Lost,"Business Unit: Trading | Industry: Oil & Gas | Original Stage: Lost | Forecast GM: 25.0% / 7,100.00 | Delivery: 2025-06-17 | Must Win: Yes | Quality: Customer Name and End User missing; Source GM value differs materially from Gross × GM %"
